[2026-02-27 17:33:47] === BOT STARTED ===
[2026-02-27 17:33:53] TEXT received | Data: {"chat_id":1805353005,"text":"d"}
[2026-02-27 17:35:50] TEXT received | Data: {"chat_id":1805353005,"text":"📝 Оставить резюме"}
[2026-02-27 17:35:51] Resume button clicked | Data: {"chat_id":1805353005}
[2026-02-27 17:35:52] TEXT received | Data: {"chat_id":1805353005,"text":"🇷🇺 Русский"}
[2026-02-27 17:35:52] Language selected: RU | Data: {"chat_id":1805353005}
[2026-02-27 17:35:52] TEXT received | Data: {"chat_id":1805353005,"text":"🇷🇺 Русский"}
[2026-02-27 17:35:52] Calling RuInfoHandler | Data: {"chat_id":1805353005,"step":1}
[2026-02-27 17:35:52] RuInfoHandler completed | Data: {"chat_id":1805353005,"result":true,"user_still_exists":true}
[2026-02-27 17:35:52] State after handler | Data: {"chat_id":1805353005,"new_step":2,"has_region_id":false,"has_city_id":false}
[2026-02-27 17:35:54] TEXT received | Data: {"chat_id":1805353005,"text":"sd"}
[2026-02-27 17:35:54] Calling RuInfoHandler | Data: {"chat_id":1805353005,"step":2}
[2026-02-27 17:35:54] RuInfoHandler completed | Data: {"chat_id":1805353005,"result":false,"user_still_exists":true}
[2026-02-27 17:35:54] State after handler | Data: {"chat_id":1805353005,"new_step":2,"has_region_id":false,"has_city_id":false}
[2026-02-27 17:35:56] TEXT received | Data: {"chat_id":1805353005,"text":"23"}
[2026-02-27 17:35:56] Calling RuInfoHandler | Data: {"chat_id":1805353005,"step":2}
[2026-02-27 17:35:57] RuInfoHandler completed | Data: {"chat_id":1805353005,"result":true,"user_still_exists":true}
[2026-02-27 17:35:57] State after handler | Data: {"chat_id":1805353005,"new_step":3,"has_region_id":false,"has_city_id":false}
[2026-02-27 17:36:01] CONTACT received | Data: {"chat_id":1805353005}
[2026-02-27 17:36:06] PHOTO received | Data: {"chat_id":1805353005,"photo_count":4}
[2026-02-27 17:36:08] State after photo | Data: {"chat_id":1805353005,"new_step":5}
[2026-02-27 17:36:09] TEXT received | Data: {"chat_id":1805353005,"text":"Андижанская область"}
[2026-02-27 17:36:09] === CITY SELECTION PROCESS === | Data: {"chat_id":1805353005,"step":5,"user_text":"Андижанская область","has_region_id":false,"region_id":null,"full_state":{"state":"waiting_for_name","step":5,"language":"ru","name":"🇷🇺 Русский","age":23,"phone":"998902333880","photo_file_id":"AgACAgIAAxkBAAIOTWmh1Z9PsN5iatJSBnHjkPLw1J37AAKhGGsbgukQSe9SeknKEPVWAQADAgADeQADOgQ","photo_filename":"1805353005_1772213768.jpg"}}
[2026-02-27 17:36:09] Regions loaded | Data: {"count":14,"searching_for":"Андижанская область"}
[2026-02-27 17:36:09] Region found | Data: {"region_id":3,"region_name":"Андижанская область"}
[2026-02-27 17:36:09] Calling RuInfoHandler | Data: {"chat_id":1805353005,"step":5}
[2026-02-27 17:36:10] RuInfoHandler completed | Data: {"chat_id":1805353005,"result":true,"user_still_exists":true}
[2026-02-27 17:36:10] State after handler | Data: {"chat_id":1805353005,"new_step":6,"has_region_id":true,"has_city_id":false}
[2026-02-27 17:36:10] TEXT received | Data: {"chat_id":1805353005,"text":"Мархамат"}
[2026-02-27 17:36:10] === CITY SELECTION PROCESS === | Data: {"chat_id":1805353005,"step":6,"user_text":"Мархамат","has_region_id":true,"region_id":3,"full_state":{"state":"waiting_for_name","step":6,"language":"ru","name":"🇷🇺 Русский","age":23,"phone":"998902333880","photo_file_id":"AgACAgIAAxkBAAIOTWmh1Z9PsN5iatJSBnHjkPLw1J37AAKhGGsbgukQSe9SeknKEPVWAQADAgADeQADOgQ","photo_filename":"1805353005_1772213768.jpg","region_id":3}}
[2026-02-27 17:36:10] Cities loaded for region | Data: {"region_id":3,"cities_count":10,"searching_for":"Мархамат"}
[2026-02-27 17:36:10] City found | Data: {"city_id":306,"city_name":"Мархамат"}
[2026-02-27 17:36:10] Calling RuInfoHandler | Data: {"chat_id":1805353005,"step":6}
[2026-02-27 17:36:11] RuInfoHandler completed | Data: {"chat_id":1805353005,"result":true,"user_still_exists":true}
[2026-02-27 17:36:11] State after handler | Data: {"chat_id":1805353005,"new_step":7,"has_region_id":true,"has_city_id":true}
[2026-02-27 17:36:11] TEXT received | Data: {"chat_id":1805353005,"text":"Frontend Developer"}
[2026-02-27 17:36:11] Calling RuInfoHandler | Data: {"chat_id":1805353005,"step":7}
[2026-02-27 17:36:12] RuInfoHandler completed | Data: {"chat_id":1805353005,"result":true,"user_still_exists":true}
[2026-02-27 17:36:12] State after handler | Data: {"chat_id":1805353005,"new_step":8,"has_region_id":true,"has_city_id":true}
[2026-02-27 17:36:13] TEXT received | Data: {"chat_id":1805353005,"text":"✅ Да, отправить"}
[2026-02-27 17:36:13] Calling RuInfoHandler | Data: {"chat_id":1805353005,"step":8}
[2026-02-27 17:36:14] RuInfoHandler completed | Data: {"chat_id":1805353005,"result":true,"user_still_exists":false}
[2026-02-27 17:36:14] User state removed (process completed?) | Data: {"chat_id":1805353005}
[2026-02-27 17:42:19] ERROR in main loop | Data: {"error":"cURL error 28: Operation timed out after 121851 milliseconds with 0 bytes received (see https:\/\/curl.haxx.se\/libcurl\/c\/libcurl-errors.html) for https:\/\/api.telegram.org\/bot8515994136:AAGNQJQWC6KVTx4WBDFkmTW6oXDUbqaXPU4\/getUpdates?offset=996832185&limit=10&timeout=30","trace":"#0 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/TelegramClient.php(48): Telegram\\Bot\\HttpClients\\GuzzleHttpClient->send('https:\/\/api.tel...', 'GET', Array, Array, false)\n#1 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/Traits\/Http.php(152): Telegram\\Bot\\TelegramClient->sendRequest(Object(Telegram\\Bot\\TelegramRequest))\n#2 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/Traits\/Http.php(128): Telegram\\Bot\\Api->sendRequest('GET', 'getUpdates', Array)\n#3 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/Methods\/Update.php(50): Telegram\\Bot\\Api->get('getUpdates', Array)\n#4 \/Users\/asilbek\/Desktop\/resumebot\/polling.php(104): Telegram\\Bot\\Api->getUpdates(Array)\n#5 {main}"}
[2026-02-27 17:43:33] TEXT received | Data: {"chat_id":1805353005,"text":"sd"}
[2026-02-27 17:43:35] TEXT received | Data: {"chat_id":1805353005,"text":"📝 Оставить резюме"}
[2026-02-27 17:43:35] Resume button clicked | Data: {"chat_id":1805353005}
[2026-02-27 17:43:37] TEXT received | Data: {"chat_id":1805353005,"text":"🇷🇺 Русский"}
[2026-02-27 17:43:37] Language selected: RU | Data: {"chat_id":1805353005}
[2026-02-27 17:43:39] TEXT received | Data: {"chat_id":1805353005,"text":"asd"}
[2026-02-27 17:43:39] Calling RuInfoHandler | Data: {"chat_id":1805353005,"step":1}
[2026-02-27 17:43:40] RuInfoHandler completed | Data: {"chat_id":1805353005,"result":true,"user_still_exists":true}
[2026-02-27 17:43:40] State after handler | Data: {"chat_id":1805353005,"new_step":2,"has_region_id":false,"has_city_id":false}
[2026-02-27 17:43:41] TEXT received | Data: {"chat_id":1805353005,"text":"23"}
[2026-02-27 17:43:41] Calling RuInfoHandler | Data: {"chat_id":1805353005,"step":2}
[2026-02-27 17:43:41] RuInfoHandler completed | Data: {"chat_id":1805353005,"result":true,"user_still_exists":true}
[2026-02-27 17:43:41] State after handler | Data: {"chat_id":1805353005,"new_step":3,"has_region_id":false,"has_city_id":false}
[2026-02-27 17:43:43] CONTACT received | Data: {"chat_id":1805353005}
[2026-02-27 17:43:50] PHOTO received | Data: {"chat_id":1805353005,"photo_count":4}
[2026-02-27 17:43:52] State after photo | Data: {"chat_id":1805353005,"new_step":5}
[2026-02-27 17:43:54] TEXT received | Data: {"chat_id":1805353005,"text":"Андижанская область"}
[2026-02-27 17:43:54] === CITY SELECTION PROCESS === | Data: {"chat_id":1805353005,"step":5,"user_text":"Андижанская область","has_region_id":false,"region_id":null,"full_state":{"state":"waiting_for_name","step":5,"language":"ru","name":"asd","age":23,"phone":"998902333880","photo_file_id":"AgACAgIAAxkBAAIOTWmh1Z9PsN5iatJSBnHjkPLw1J37AAKhGGsbgukQSe9SeknKEPVWAQADAgADeQADOgQ","photo_filename":"1805353005_1772214232.jpg"}}
[2026-02-27 17:43:54] Regions loaded | Data: {"count":14,"searching_for":"Андижанская область"}
[2026-02-27 17:43:54] Region found | Data: {"region_id":3,"region_name":"Андижанская область"}
[2026-02-27 17:43:54] Calling RuInfoHandler | Data: {"chat_id":1805353005,"step":5}
[2026-02-27 17:43:54] RuInfoHandler completed | Data: {"chat_id":1805353005,"result":true,"user_still_exists":true}
[2026-02-27 17:43:54] State after handler | Data: {"chat_id":1805353005,"new_step":6,"has_region_id":true,"has_city_id":false}
[2026-02-27 17:43:55] TEXT received | Data: {"chat_id":1805353005,"text":"Ханабад"}
[2026-02-27 17:43:55] === CITY SELECTION PROCESS === | Data: {"chat_id":1805353005,"step":6,"user_text":"Ханабад","has_region_id":true,"region_id":3,"full_state":{"state":"waiting_for_name","step":6,"language":"ru","name":"asd","age":23,"phone":"998902333880","photo_file_id":"AgACAgIAAxkBAAIOTWmh1Z9PsN5iatJSBnHjkPLw1J37AAKhGGsbgukQSe9SeknKEPVWAQADAgADeQADOgQ","photo_filename":"1805353005_1772214232.jpg","region_id":3}}
[2026-02-27 17:43:55] Cities loaded for region | Data: {"region_id":3,"cities_count":10,"searching_for":"Ханабад"}
[2026-02-27 17:43:55] City found | Data: {"city_id":304,"city_name":"Ханабад"}
[2026-02-27 17:43:55] Calling RuInfoHandler | Data: {"chat_id":1805353005,"step":6}
[2026-02-27 17:43:56] RuInfoHandler completed | Data: {"chat_id":1805353005,"result":true,"user_still_exists":true}
[2026-02-27 17:43:56] State after handler | Data: {"chat_id":1805353005,"new_step":7,"has_region_id":true,"has_city_id":true}
[2026-02-27 17:43:56] TEXT received | Data: {"chat_id":1805353005,"text":"Middle Developer"}
[2026-02-27 17:43:56] Calling RuInfoHandler | Data: {"chat_id":1805353005,"step":7}
[2026-02-27 17:43:57] RuInfoHandler completed | Data: {"chat_id":1805353005,"result":true,"user_still_exists":true}
[2026-02-27 17:43:57] State after handler | Data: {"chat_id":1805353005,"new_step":8,"has_region_id":true,"has_city_id":true}
[2026-02-27 17:43:58] TEXT received | Data: {"chat_id":1805353005,"text":"✅ Да, отправить"}
[2026-02-27 17:43:58] Calling RuInfoHandler | Data: {"chat_id":1805353005,"step":8}
[2026-02-27 17:43:58] RuInfoHandler completed | Data: {"chat_id":1805353005,"result":true,"user_still_exists":false}
[2026-02-27 17:43:58] User state removed (process completed?) | Data: {"chat_id":1805353005}
[2026-02-27 18:08:19] TEXT received | Data: {"chat_id":1805353005,"text":"as"}
[2026-02-27 18:08:21] TEXT received | Data: {"chat_id":1805353005,"text":"📝 Оставить резюме"}
[2026-02-27 18:08:21] Resume button clicked | Data: {"chat_id":1805353005}
[2026-02-27 18:08:27] TEXT received | Data: {"chat_id":1805353005,"text":"🇷🇺 Русский"}
[2026-02-27 18:08:27] Language selected: RU | Data: {"chat_id":1805353005}
[2026-02-27 18:08:32] TEXT received | Data: {"chat_id":1805353005,"text":"s"}
[2026-02-27 18:08:32] Calling RuInfoHandler | Data: {"chat_id":1805353005,"step":1}
[2026-02-27 18:08:32] RuInfoHandler completed | Data: {"chat_id":1805353005,"result":true,"user_still_exists":true}
[2026-02-27 18:08:32] State after handler | Data: {"chat_id":1805353005,"new_step":2,"has_region_id":false,"has_city_id":false}
[2026-02-27 18:08:37] TEXT received | Data: {"chat_id":1805353005,"text":"23"}
[2026-02-27 18:08:37] Calling RuInfoHandler | Data: {"chat_id":1805353005,"step":2}
[2026-02-27 18:08:37] RuInfoHandler completed | Data: {"chat_id":1805353005,"result":true,"user_still_exists":true}
[2026-02-27 18:08:37] State after handler | Data: {"chat_id":1805353005,"new_step":3,"has_region_id":false,"has_city_id":false}
[2026-02-27 18:10:56] TEXT received | Data: {"chat_id":1805353005,"text":"ва"}
[2026-02-27 18:10:56] Calling RuInfoHandler | Data: {"chat_id":1805353005,"step":3}
[2026-02-27 18:10:57] RuInfoHandler completed | Data: {"chat_id":1805353005,"result":false,"user_still_exists":true}
[2026-02-27 18:10:57] State after handler | Data: {"chat_id":1805353005,"new_step":3,"has_region_id":false,"has_city_id":false}
[2026-02-27 18:11:00] TEXT received | Data: {"chat_id":1805353005,"text":"⬅️ Назад"}
[2026-02-27 18:11:00] Calling RuInfoHandler | Data: {"chat_id":1805353005,"step":3}
[2026-02-27 18:11:00] RuInfoHandler completed | Data: {"chat_id":1805353005,"result":true,"user_still_exists":true}
[2026-02-27 18:11:00] State after handler | Data: {"chat_id":1805353005,"new_step":2,"has_region_id":false,"has_city_id":false}
[2026-02-27 18:11:01] TEXT received | Data: {"chat_id":1805353005,"text":"⬅️ Назад"}
[2026-02-27 18:11:01] Calling RuInfoHandler | Data: {"chat_id":1805353005,"step":2}
[2026-02-27 18:11:02] RuInfoHandler completed | Data: {"chat_id":1805353005,"result":true,"user_still_exists":true}
[2026-02-27 18:11:02] State after handler | Data: {"chat_id":1805353005,"new_step":1,"has_region_id":false,"has_city_id":false}
[2026-02-27 18:11:02] TEXT received | Data: {"chat_id":1805353005,"text":"⬅️ Назад к выбору языка"}
[2026-02-27 18:11:02] Calling RuInfoHandler | Data: {"chat_id":1805353005,"step":1}
[2026-02-27 18:11:03] RuInfoHandler completed | Data: {"chat_id":1805353005,"result":true,"user_still_exists":true}
[2026-02-27 18:11:03] VALIDATION ISSUES | Data: {"chat_id":1805353005,"step":"after_handler","issues":["Missing 'step' field","Missing 'language' field"],"state":{"state":"choosing_language"}}
[2026-02-27 18:11:03] CRITICAL: Validation failed after handler | Data: {"chat_id":1805353005,"issues":["Missing 'step' field","Missing 'language' field"],"new_state":{"state":"choosing_language"}}
[2026-02-27 18:11:03] State after handler | Data: {"chat_id":1805353005,"new_step":"unknown","has_region_id":false,"has_city_id":false}
[2026-02-27 18:11:09] === BOT STARTED ===
[2026-02-27 18:11:12] TEXT received | Data: {"chat_id":1805353005,"text":"ыв"}
[2026-02-27 18:11:14] TEXT received | Data: {"chat_id":1805353005,"text":"📝 Оставить резюме"}
[2026-02-27 18:11:14] Resume button → show vacancies | Data: {"chat_id":1805353005}
[2026-02-27 18:11:20] TEXT received | Data: {"chat_id":1805353005,"text":"❌ Вакансий нет"}
[2026-02-27 18:18:51] TEXT received | Data: {"chat_id":1805353005,"text":"⬅️ Назад"}
[2026-02-27 18:18:52] TEXT received | Data: {"chat_id":1805353005,"text":"📝 Оставить резюме"}
[2026-02-27 18:18:53] Resume button → show vacancies | Data: {"chat_id":1805353005}
[2026-02-27 18:18:54] TEXT received | Data: {"chat_id":1805353005,"text":"❌ Вакансий нет"}
[2026-02-27 18:19:02] TEXT received | Data: {"chat_id":1805353005,"text":"⬅️ Назад"}
[2026-02-27 18:19:59] TEXT received | Data: {"chat_id":1805353005,"text":"📝 Оставить резюме"}
[2026-02-27 18:20:00] Resume button → show vacancies | Data: {"chat_id":1805353005}
[2026-02-27 18:20:02] TEXT received | Data: {"chat_id":1805353005,"text":"❌ Вакансий нет"}
[2026-02-27 18:20:25] === BOT STARTED ===
[2026-02-27 18:20:30] TEXT received | Data: {"chat_id":1805353005,"text":"⬅️ Назад"}
[2026-02-27 18:20:31] TEXT received | Data: {"chat_id":1805353005,"text":"📝 Оставить резюме"}
[2026-02-27 18:20:31] Resume button → show vacancies | Data: {"chat_id":1805353005}
[2026-02-27 18:20:34] TEXT received | Data: {"chat_id":1805353005,"text":"💼 Department Head | Главный офис"}
[2026-02-27 18:20:34] Vacancy selected | Data: {"chat_id":1805353005,"vacancy_id":1}
[2026-02-27 18:20:36] TEXT received | Data: {"chat_id":1805353005,"text":"🇷🇺 Русский"}
[2026-02-27 18:20:39] TEXT received | Data: {"chat_id":1805353005,"text":"ыфв"}
[2026-02-27 18:20:39] Calling handler | Data: {"chat_id":1805353005,"lang":"ru","step":1}
[2026-02-27 18:20:39] State after handler | Data: {"chat_id":1805353005,"new_step":2,"has_region_id":false,"has_city_id":false}
[2026-02-27 18:26:54] ERROR in main loop | Data: {"error":"cURL error 28: Operation timed out after 308871 milliseconds with 0 bytes received (see https:\/\/curl.haxx.se\/libcurl\/c\/libcurl-errors.html) for https:\/\/api.telegram.org\/bot8515994136:AAGNQJQWC6KVTx4WBDFkmTW6oXDUbqaXPU4\/getUpdates?offset=996832219&limit=10&timeout=30","trace":"#0 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/TelegramClient.php(48): Telegram\\Bot\\HttpClients\\GuzzleHttpClient->send('https:\/\/api.tel...', 'GET', Array, Array, false)\n#1 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/Traits\/Http.php(152): Telegram\\Bot\\TelegramClient->sendRequest(Object(Telegram\\Bot\\TelegramRequest))\n#2 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/Traits\/Http.php(128): Telegram\\Bot\\Api->sendRequest('GET', 'getUpdates', Array)\n#3 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/Methods\/Update.php(50): Telegram\\Bot\\Api->get('getUpdates', Array)\n#4 \/Users\/asilbek\/Desktop\/resumebot\/polling.php(93): Telegram\\Bot\\Api->getUpdates(Array)\n#5 {main}"}
[2026-02-27 18:26:56] ERROR in main loop | Data: {"error":"cURL error 6: Could not resolve host: api.telegram.org (see https:\/\/curl.haxx.se\/libcurl\/c\/libcurl-errors.html) for https:\/\/api.telegram.org\/bot8515994136:AAGNQJQWC6KVTx4WBDFkmTW6oXDUbqaXPU4\/getUpdates?offset=996832219&limit=10&timeout=30","trace":"#0 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/TelegramClient.php(48): Telegram\\Bot\\HttpClients\\GuzzleHttpClient->send('https:\/\/api.tel...', 'GET', Array, Array, false)\n#1 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/Traits\/Http.php(152): Telegram\\Bot\\TelegramClient->sendRequest(Object(Telegram\\Bot\\TelegramRequest))\n#2 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/Traits\/Http.php(128): Telegram\\Bot\\Api->sendRequest('GET', 'getUpdates', Array)\n#3 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/Methods\/Update.php(50): Telegram\\Bot\\Api->get('getUpdates', Array)\n#4 \/Users\/asilbek\/Desktop\/resumebot\/polling.php(93): Telegram\\Bot\\Api->getUpdates(Array)\n#5 {main}"}
[2026-02-27 18:26:58] ERROR in main loop | Data: {"error":"cURL error 6: Could not resolve host: api.telegram.org (see https:\/\/curl.haxx.se\/libcurl\/c\/libcurl-errors.html) for https:\/\/api.telegram.org\/bot8515994136:AAGNQJQWC6KVTx4WBDFkmTW6oXDUbqaXPU4\/getUpdates?offset=996832219&limit=10&timeout=30","trace":"#0 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/TelegramClient.php(48): Telegram\\Bot\\HttpClients\\GuzzleHttpClient->send('https:\/\/api.tel...', 'GET', Array, Array, false)\n#1 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/Traits\/Http.php(152): Telegram\\Bot\\TelegramClient->sendRequest(Object(Telegram\\Bot\\TelegramRequest))\n#2 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/Traits\/Http.php(128): Telegram\\Bot\\Api->sendRequest('GET', 'getUpdates', Array)\n#3 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/Methods\/Update.php(50): Telegram\\Bot\\Api->get('getUpdates', Array)\n#4 \/Users\/asilbek\/Desktop\/resumebot\/polling.php(93): Telegram\\Bot\\Api->getUpdates(Array)\n#5 {main}"}
[2026-02-27 18:27:00] ERROR in main loop | Data: {"error":"cURL error 6: Could not resolve host: api.telegram.org (see https:\/\/curl.haxx.se\/libcurl\/c\/libcurl-errors.html) for https:\/\/api.telegram.org\/bot8515994136:AAGNQJQWC6KVTx4WBDFkmTW6oXDUbqaXPU4\/getUpdates?offset=996832219&limit=10&timeout=30","trace":"#0 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/TelegramClient.php(48): Telegram\\Bot\\HttpClients\\GuzzleHttpClient->send('https:\/\/api.tel...', 'GET', Array, Array, false)\n#1 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/Traits\/Http.php(152): Telegram\\Bot\\TelegramClient->sendRequest(Object(Telegram\\Bot\\TelegramRequest))\n#2 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/Traits\/Http.php(128): Telegram\\Bot\\Api->sendRequest('GET', 'getUpdates', Array)\n#3 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/Methods\/Update.php(50): Telegram\\Bot\\Api->get('getUpdates', Array)\n#4 \/Users\/asilbek\/Desktop\/resumebot\/polling.php(93): Telegram\\Bot\\Api->getUpdates(Array)\n#5 {main}"}
[2026-02-27 18:27:02] ERROR in main loop | Data: {"error":"cURL error 6: Could not resolve host: api.telegram.org (see https:\/\/curl.haxx.se\/libcurl\/c\/libcurl-errors.html) for https:\/\/api.telegram.org\/bot8515994136:AAGNQJQWC6KVTx4WBDFkmTW6oXDUbqaXPU4\/getUpdates?offset=996832219&limit=10&timeout=30","trace":"#0 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/TelegramClient.php(48): Telegram\\Bot\\HttpClients\\GuzzleHttpClient->send('https:\/\/api.tel...', 'GET', Array, Array, false)\n#1 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/Traits\/Http.php(152): Telegram\\Bot\\TelegramClient->sendRequest(Object(Telegram\\Bot\\TelegramRequest))\n#2 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/Traits\/Http.php(128): Telegram\\Bot\\Api->sendRequest('GET', 'getUpdates', Array)\n#3 \/Users\/asilbek\/Desktop\/resumebot\/vendor\/irazasyed\/telegram-bot-sdk\/src\/Methods\/Update.php(50): Telegram\\Bot\\Api->get('getUpdates', Array)\n#4 \/Users\/asilbek\/Desktop\/resumebot\/polling.php(93): Telegram\\Bot\\Api->getUpdates(Array)\n#5 {main}"}
